상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,건물명,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
안경박사,소매,사진/광학/정밀기기소매,안경원,안경 소매업,,경기도 광명시 소하동 1242-10,경기도 광명시 오리로 370,14327,37.4352726828,126.8796205889
안경박사,소매,사진/광학/정밀기기소매,안경원,안경 소매업,철산4단지주공아파트,경기도 광명시 철산동 452,경기도 광명시 오리로 835,14252,37.4720191662,126.8665939227
안경스타,소매,사진/광학/정밀기기소매,안경원,안경 소매업,경향빌딩,경기도 광명시 하안동 200-1,경기도 광명시 하안로 258,14307,37.4593507097,126.8828136422
안경창고싸군,소매,사진/광학/정밀기기소매,안경원,안경 소매업,,경기도 광명시 소하동 913-4,경기도 광명시 오리로 383,14333,37.436632852,126.8792906799
안경창고싸군,소매,사진/광학/정밀기기소매,안경원,안경 소매업,세일빌딩,경기도 광명시 하안동 33-3,경기도 광명시 범안로 1055,14247,37.4629064611,126.8797108783
안골농장,소매,음/식료품소매,육류소매,육류 소매업,,경기도 광명시 하안동 468-1,경기도 광명시 밤일안로42번길 47,14260,37.45704659,126.8606534724
안길원부동산,부동산,부동산중개,부동산중개,부동산 자문 및 중개업,,경기도 광명시 철산동 208-4,경기도 광명시 연서로 3,14216,37.4804583346,126.8638764995
안나수이,소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,,경기도 광명시 광명동 679-71,경기도 광명시 광오로9번길 15,14291,37.47379286,126.8507865337
안동국밥광명점,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 광명동 158-1405,경기도 광명시 오리로 1022,14203,37.4808466614,126.850014742
안동본가국밥광명점,음식,한식,한식/백반/한정식,한식 음식점업,철산시장,경기도 광명시 철산동 440,경기도 광명시 철산로30번길 15,14239,37.4747894643,126.8703195401
안동잔치국수,음식,분식,국수/만두/칼국수,분식 및 김밥 전문점,,경기도 광명시 옥길동 97-2,경기도 광명시 금오로 847,14297,37.4744357744,126.8396837832
안동장터소고기국밥광명점,음식,한식,해장국/감자탕,한식 음식점업,,경기도 광명시 광명동 158-1405,경기도 광명시 오리로 1022,14203,37.4808466614,126.850014742
안동찜닭,음식,닭/오리요리,찜닭전문점,한식 음식점업,삼희빌딩,경기도 광명시 하안동 52-3,경기도 광명시 하안로287번길 7,14305,37.4609064127,126.8798723997
안디자인,소매,가정/주방/인테리어,유리/페인트/철물건축자재,"페인트, 유리 및 기타 건설자재 소매업",광복시장,경기도 광명시 광명동 5-41,경기도 광명시 광복로 59,14204,37.4899020908,126.8650123429
안방,관광/여가/오락,무도/유흥/가무,노래방,노래연습장 운영업,,경기도 광명시 하안동 611-7,경기도 광명시 안재로2번길 7-1,14259,37.4590972021,126.8731276924
안샘고등부수학,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,명진빌라,경기도 광명시 철산동 56-143,경기도 광명시 광복로4번안길 27-1,14206,37.487151283,126.8626542657
안서문구서점,소매,책/서적/도서,서점,서적 및 잡지류 소매업,,경기도 광명시 소하동 883-19,경기도 광명시 기아로13번길 15,14326,37.4377427264,126.8808707735
안성,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 광명동 126-1,경기도 광명시 광명로928번길 38,14217,37.4803180394,126.8595692401
안성정육점,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 광명동 126-1,경기도 광명시 광명로928번길 38,14217,37.4803180394,126.8595692401
안신한우정육식당,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 광명동 158-560,경기도 광명시 오리로963번길 8,14262,37.4782137603,126.8555371926
안심치킨,음식,유흥주점,호프/맥주,기타 주점업,,경기도 광명시 소하동 1342-1,경기도 광명시 소하로92번길 6-9,14316,37.4475746153,126.8827872615
안심한우와한돈전문점,소매,음/식료품소매,육류소매,육류 소매업,문영시티빌라,경기도 광명시 광명동 337-38,경기도 광명시 광명로832번길 10,14274,37.4729572498,126.8525969813
안심한우정육점,소매,음/식료품소매,정육점,육류 소매업,,경기도 광명시 광명동 158-10,경기도 광명시 광이로13번길 9-7,14221,37.4795398209,126.8568234395
안아픈세상한의원,의료,병원,한의원,한의원,,경기도 광명시 광명동 141-2,경기도 광명시 광명로 926-1,14220,37.4813493298,126.8556214836
안안,음식,한식,한식/백반/한정식,한식 음식점업,삼화교육센터,경기도 광명시 하안동 296-3,경기도 광명시 범안로 1030,14305,37.4611295027,126.8778148996
안전열쇠,소매,가정/주방/인테리어,유리/페인트/철물건축자재,"페인트, 유리 및 기타 건설자재 소매업",보은빌라,경기도 광명시 광명동 12-6,경기도 광명시 사성로 29,14206,37.4859051532,126.8603500349
안준용철학원,생활서비스,개인서비스,운명감정작명,점술 및 유사 서비스업,,경기도 광명시 광명동 40-19,경기도 광명시 광이로 71,14210,37.4846511151,126.8589843335
안테나헤어샵,생활서비스,이/미용/건강,여성미용실,두발미용업,청진빌딩,경기도 광명시 하안동 54,경기도 광명시 하안로 294-5,14306,37.4622946989,126.8805935247
안티에이징코스메틱,소매,화장품소매,화장품판매점,화장품 및 방향제 소매업,철산푸르지오하늘채아파트,경기도 광명시 철산동 637,경기도 광명시 디지털로 24,14241,37.4721116979,126.8687190176
알고커피,음식,한식,한식/백반/한정식,한식 음식점업,휴먼시아2단지아파트,경기도 광명시 소하동 1288,경기도 광명시 소하로 38,14311,37.4526110381,126.8826209864
알뜰가구,소매,가구소매,일반가구소매,가구 소매업,,경기도 광명시 광명동 158-850,경기도 광명시 오리로 995,14285,37.4796784327,126.8524026303
알뜰공인중개사무소,부동산,부동산중개,부동산중개,부동산 자문 및 중개업,하안주공5단지종합상가,경기도 광명시 하안동 702-1,경기도 광명시 가림일로 23,14258,37.4651267594,126.8667872915
알뜰매장,소매,중고품소매/교환,중고가전가구,,석성연립,경기도 광명시 광명동 42-2,경기도 광명시 새터로 96,14269,37.4755122952,126.8567634472
알랑가참숯닭갈비,음식,닭/오리요리,닭갈비전문,한식 음식점업,,경기도 광명시 광명동 290-52,경기도 광명시 광명로 837,14291,37.4739285468,126.8512045386
알레르망,소매,가정/주방/인테리어,침구/수예품,가정용 직물제품 소매업,크로앙스,경기도 광명시 광명동 150-19,경기도 광명시 오리로 970,14220,37.4793760842,126.8555688275
알렌느헤어,생활서비스,이/미용/건강,여성미용실,두발미용업,,경기도 광명시 광명동 208-28,경기도 광명시 광명로865번안길 9-1,14288,37.4778473172,126.8507670116
알로에마임,소매,건강/미용식품,건강식품판매,건강보조식품 소매업,세일빌딩,경기도 광명시 하안동 33-3,경기도 광명시 범안로 1055,14247,37.4629064611,126.8797108783
알로에마임,소매,건강/미용식품,건강식품판매,건강보조식품 소매업,,경기도 광명시 철산동 466-4,경기도 광명시 도덕공원로 83-1,14251,37.4760159954,126.8635116569
알로에마임,소매,화장품소매,화장품판매점,화장품 및 방향제 소매업,,경기도 광명시 소하동 913-2,경기도 광명시 오리로 386,14326,37.4368495875,126.8797648934
알로에마임,소매,건강/미용식품,건강식품판매,건강보조식품 소매업,,경기도 광명시 광명동 91-8,경기도 광명시 명일로 7,14219,37.4826299197,126.8565686888
알로에자리,소매,건강/미용식품,건강식품판매,건강보조식품 소매업,광명삼익아파트,경기도 광명시 소하동 48-13,경기도 광명시 하안로 172,14313,37.4531841397,126.8881240174
알벨또제화,소매,가방/신발/액세서리,양품점,"기타 섬유, 직물 및 의복액세서리 소매업",중앙시장,경기도 광명시 철산동 440,경기도 광명시 철산로30번길 19,14239,37.4747894643,126.8703195401
알볼로피자,음식,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",효현빌딩,경기도 광명시 하안동 770,경기도 광명시 광덕산로 33,14241,37.4708449839,126.8720108617
알쌈쭈꾸미,음식,일식/수산물,낙지/오징어,한식 음식점업,미성오피스텔1차,경기도 광명시 철산동 253,경기도 광명시 오리로876번길 30,14235,37.4773444997,126.8669799406
알쌈쭈꾸미,음식,일식/수산물,낙지/오징어,한식 음식점업,,경기도 광명시 광명동 348-9,경기도 광명시 광화로 14-14,14294,37.4735394434,126.8499052726
알찰쌀떡볶이,음식,분식,떡볶이전문,분식 및 김밥 전문점,,경기도 광명시 광명동 346-51,경기도 광명시 광명로831번길 7,14294,37.4735673348,126.8505721994
알참생만두,음식,분식,국수/만두/칼국수,분식 및 김밥 전문점,,경기도 광명시 광명동 346-51,경기도 광명시 광명로831번길 7,14294,37.4735673348,126.8505721994
알토,소매,의복의류,여성의류전문점,,뉴코아아울렛,경기도 광명시 하안동 38,경기도 광명시 하안로287번길 8,14305,37.4611311432,126.8793747023
알토,소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,이천일아울렛,경기도 광명시 철산동 261,경기도 광명시 철산로 4,14237,37.4751822043,126.8670629914
압구정김밥,음식,분식,라면김밥분식,분식 및 김밥 전문점,,경기도 광명시 철산동 56-8,경기도 광명시 광복로 70,14209,37.4899032871,126.8660413023
압구정명품구제,소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,,경기도 광명시 소하동 34-73,경기도 광명시 금하로 535,14314,37.4514933457,126.8913475247
압구정명품리폼하우스,생활서비스,개인/가정용품수리,옷수선,"신발, 의복 및 기타 가정용 직물제품 수리업",,경기도 광명시 광명동 247-14,경기도 광명시 광화로38번길 7-1,14293,37.4745453254,126.8474274377
압구정봉구비어,음식,유흥주점,호프/맥주,기타 주점업,,경기도 광명시 광명동 158-322,경기도 광명시 새터로 118,14264,37.4775143792,126.8582857784
압소바광명크로앙스점,소매,유아용품,유아용품판매,그외 기타 분류안된 가정용품 소매업,크로앙스,경기도 광명시 광명동 150-19,경기도 광명시 오리로 970,14220,37.4793760842,126.8555688275
앙뜨레,소매,가방/신발/액세서리,가방/가죽제품소매,가방 및 기타 가죽제품 소매업,,경기도 광명시 노온사동 382-4,경기도 광명시 범안로 629,14335,37.4418786549,126.843325328
앙마떡뽀기,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 광명동 297-42,경기도 광명시 새터로67번길 16,14268,37.4742914244,126.8531482508
앙페르,소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,크로앙스,경기도 광명시 광명동 150-19,경기도 광명시 오리로 970,14220,37.4793760842,126.8555688275
애기능카공업사,생활서비스,자동차/이륜차,자동차정비/카센타,,,경기도 광명시 노온사동 425-6,경기도 광명시 범안로 673,14302,37.4420201161,126.8480710522
애니,학문/교육,학원-창업취업취미,학원-만화영화,예술 학원,,경기도 광명시 광명동 101-3,경기도 광명시 광명로 937-1,14201,37.4824844541,126.8555175005
애니샵,생활서비스,자동차/이륜차,자동차정비/카센타,,,경기도 광명시 가학동 553-16,경기도 광명시 서독로 100,14339,37.4162460161,126.8508464983
애니스타만화학원,학문/교육,학원-음악미술무용,피아노/바이올린/기타,예술 학원,,경기도 광명시 광명동 158-378,경기도 광명시 오리로 947,14263,37.4781534055,126.8577305778
애니창아,학문/교육,학원-음악미술무용,서예/서화/미술,예술 학원,웅신아트,경기도 광명시 소하동 1340-5,경기도 광명시 금하로 458,14316,37.4483229603,126.8832946107
애니창아학원,학문/교육,학원-음악미술무용,피아노/바이올린/기타,예술 학원,,경기도 광명시 광명동 141-2,경기도 광명시 광명로 926-1,14220,37.4813493298,126.8556214836
애니카랜드,생활서비스,자동차/이륜차,자동차정비/카센타,,,경기도 광명시 하안동 319-7,경기도 광명시 범안로 978,14303,37.4582410685,126.8729596341
애니캔수학,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,주공상가,경기도 광명시 철산동 241-2,경기도 광명시 철산로 43,14232,37.4771862997,126.8704848868
애니파종합가구,소매,가구소매,일반가구소매,가구 소매업,,경기도 광명시 광명동 103-19,경기도 광명시 명일로 8,14219,37.4824856208,126.8564559087
애란플라워,소매,선물/팬시/기념품,꽃집/꽃배달,화초 및 산식물 소매업,하안3단지고층주공아파트,경기도 광명시 하안동 650,경기도 광명시 안현로 34,14248,37.4627132201,126.8759020251
애슐리,음식,양식,패밀리레스토랑,서양식 음식점업,이천일아울렛,경기도 광명시 철산동 261,경기도 광명시 철산로 4,14237,37.4751822043,126.8670629914
애슐리철산이천일,음식,양식,정통양식/경양식,서양식 음식점업,이천일아울렛,경기도 광명시 철산동 261,경기도 광명시 철산로 4,14237,37.4751822043,126.8670629914
애완용품,소매,애견/애완/동물,애견/애완/동물사육판매,애완용 동물 및 관련용품 소매업,,경기도 광명시 광명동 150-17,경기도 광명시 오리로 974,14220,37.4794836811,126.8551503054
애터미,소매,화장품소매,화장품판매점,화장품 및 방향제 소매업,상지빌딩,경기도 광명시 철산동 495-3,경기도 광명시 오리로857번길 3,14252,37.4744603919,126.8661825121
애터미광명교육센타,소매,화장품소매,화장품판매점,화장품 및 방향제 소매업,경일빌딩,경기도 광명시 하안동 305-3,경기도 광명시 오리로 649,14303,37.4590203174,126.8770159264
애플,음식,유흥주점,룸살롱/단란주점,일반유흥 주점업,청담빌딩,경기도 광명시 철산동 405,경기도 광명시 오리로856번길 15,14237,37.4753458448,126.868340169
애플,음식,한식,한식/백반/한정식,한식 음식점업,광명리더스빌딩,경기도 광명시 광명동 158-195,경기도 광명시 오리로 992,14202,37.4799588031,126.853238695
애플노래연습장,관광/여가/오락,무도/유흥/가무,노래방,노래연습장 운영업,신성프라자,경기도 광명시 소하동 1341,경기도 광명시 소하로 78,14316,37.4478273993,126.8832840986
애플뮤직,음식,유흥주점,룸살롱/단란주점,일반유흥 주점업,신성프라자,경기도 광명시 소하동 1341,경기도 광명시 소하로 78,14316,37.4478273993,126.8832840986
애플앤짐스,음식,한식,한식/백반/한정식,한식 음식점업,진도빌딩,경기도 광명시 소하동 939-9,경기도 광명시 영당로 11,14333,37.434433032,126.8779836222
애플트리,음식,음식배달서비스,국/찌개배달,이동 음식업,이천일아울렛,경기도 광명시 철산동 261,경기도 광명시 철산로 4,14237,37.4751822043,126.8670629914
애플피아아동복,소매,의복의류,아동복판매,셔츠 및 기타 의복 소매업,대성빌딩,경기도 광명시 광명동 158-235,경기도 광명시 오리로 923,14264,37.4773996818,126.8602870525
액션리액션주짓수아카데미,스포츠,실내운동시설,이종격투기,스포츠 교육기관,,경기도 광명시 광명동 150-11,경기도 광명시 오리로 960,14221,37.4789358056,126.8565419747
앤디안제2관학원,학문/교육,학원-어학,학원-외국어/어학,외국어학원,알렉스타워,경기도 광명시 철산동 385,경기도 광명시 철산로 36,14237,37.4762397608,126.8700456534
앤스토리,소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,,경기도 광명시 광명동 724-13,경기도 광명시 도덕로 43,14276,37.468794468,126.852458362
앤아이맘,소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,,경기도 광명시 광명동 334-33,경기도 광명시 광명로832번길 14,14274,37.4728227036,126.8530720479
앤의공방,소매,예술품/골동품/수석/분재,예술품/골동품소매,예술품 및 골동품 소매업,대한예수교장로회함께하는교회,경기도 광명시 하안동 864,경기도 광명시 가림일로 88,14256,37.4685420272,126.8672106543
앤클래식발레학원,학문/교육,학원-음악미술무용,학원-무용,예술 학원,철산푸르지오하늘채,경기도 광명시 철산동 637,경기도 광명시 디지털로 24,14241,37.4721116979,126.8687190176
앤티앤스,음식,제과제빵떡케익,제과점,제과점업,,경기도 광명시 소하동 1339-3,경기도 광명시 소하로 97,14316,37.4467111055,126.8842238394
앤티앤스,음식,패스트푸드,패스트푸드,그외 기타 음식점업,이케아광명점,경기도 광명시 일직동 500,경기도 광명시 일직로 17,14352,37.4240770913,126.8834009668
앨리스가든베이커리,음식,제과제빵떡케익,제과점,제과점업,,경기도 광명시 소하동 1312-1,경기도 광명시 소하일로52번길 4,14317,37.4496436304,126.8885588722
앨리스동물병원,의료,수의업,동물병원,수의업,,경기도 광명시 소하동 1341-3,경기도 광명시 소하로 88,14316,37.4468543543,126.8833195499
앵콜노래방,관광/여가/오락,무도/유흥/가무,노래방,노래연습장 운영업,,경기도 광명시 광명동 158-975,경기도 광명시 오리로949번길 6-2,14263,37.4778461905,126.8570189285
야간비행,음식,유흥주점,호프/맥주,기타 주점업,수성빌딩,경기도 광명시 광명동 142-7,경기도 광명시 광명로 919,14202,37.4808797677,126.8547857679
야간얼큰우동,음식,분식,라면김밥분식,분식 및 김밥 전문점,,경기도 광명시 광명동 305-3,경기도 광명시 새터로 45-1,14274,37.4722110423,126.8538758954
야마구찌,소매,가방/신발/액세서리,가방/가죽제품소매,가방 및 기타 가죽제품 소매업,삼원빌라,경기도 광명시 광명동 722-2,경기도 광명시 새터로12번길 15,14276,37.4699314547,126.8538238991
야베스카인테리어,생활서비스,자동차/이륜차,자동차정비/카센타,,호연빌딩,경기도 광명시 하안동 302-11,경기도 광명시 오리로 653,14303,37.4593263914,126.8767667547
야산재검도구,학문/교육,학원-예능취미체육,검도도장,스포츠 교육기관,,경기도 광명시 광명동 11-93,경기도 광명시 사성로 35,14206,37.4861492513,126.8610392801
야옹이닷컴,소매,애견/애완/동물,애견/애완/동물사육판매,애완용 동물 및 관련용품 소매업,,경기도 광명시 광명동 246-57,경기도 광명시 광화로 36-1,14294,37.4739055454,126.8473722385
야채나라과일사랑,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,브라운스톤2차아파트,경기도 광명시 철산동 630,경기도 광명시 도덕공원로 35,14253,37.4717914074,126.864435169
야채사랑,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,형제연립,경기도 광명시 광명동 263-39,경기도 광명시 광명로831번길 21,14294,37.473988928,126.8491243205
야채일번지,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,,경기도 광명시 광명동 158-1370,경기도 광명시 오리로976번길 13,14220,37.4804028355,126.8552615543
야채할인점,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,,경기도 광명시 철산동 491-3,경기도 광명시 도덕공원로 52,14252,37.4736302163,126.8650987615
야키토리안안,음식,한식,한식/백반/한정식,한식 음식점업,유창빌딩,경기도 광명시 하안동 33-5,경기도 광명시 범안로 1059,14247,37.4630148984,126.8800158874
야헤어샵,생활서비스,이/미용/건강,여성미용실,두발미용업,,경기도 광명시 광명동 158-457,경기도 광명시 오리로949번길 24,14266,37.4764578909,126.8563998384
야후불닭발,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 광명동 158-816,경기도 광명시 오리로985번길 8-1,14286,37.4787604391,126.8532071679
야후불닭발,음식,한식,한식/백반/한정식,한식 음식점업,대성빌딩,경기도 광명시 광명동 158-235,경기도 광명시 오리로 923,14264,37.4773996818,126.8602870525
약사로사,소매,종합소매점,종합소매,그외 기타 종합 소매업,,경기도 광명시 광명동 140-13,경기도 광명시 오리로976번길 24,14220,37.4812325808,126.8559269737
약속공인중개사,부동산,부동산중개,부동산중개,부동산 자문 및 중개업,주공상가,경기도 광명시 철산동 240,경기도 광명시 모세로 40,14232,37.4805187691,126.869404951
약속공인중개사,부동산,부동산중개,부동산중개,부동산 자문 및 중개업,철산13단지주공아파트,경기도 광명시 철산동 241,경기도 광명시 철산로 57,14232,37.4791235004,126.8705379974
약속다방,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,,경기도 광명시 광명동 158-373,경기도 광명시 새터로 110,14265,37.4767931824,126.8579593144
약손명가에스테틱,생활서비스,이/미용/건강,비만/피부관리,,,경기도 광명시 광명동 158-789,경기도 광명시 광명로 899,14286,37.4792389512,126.8539863041
약손요법,생활서비스,대중목욕탕/휴게,사우나/증기탕/온천,욕탕업,신광빌딩,경기도 광명시 하안동 62-5,경기도 광명시 하안로288번길 10,14306,37.4619084112,126.8817018531
약손피부관리,생활서비스,이/미용/건강,비만/피부관리,,신광빌딩,경기도 광명시 하안동 62-5,경기도 광명시 하안로288번길 10,14306,37.4619084112,126.8817018531
약손한의원,의료,병원,한의원,한의원,하안주공8단지아파트,경기도 광명시 하안동 260-2,경기도 광명시 금당로 36,14309,37.4588274518,126.8821476259
약손한의원,의료,병원,한의원,한의원,하안8단지고층주공아파트,경기도 광명시 하안동 260,경기도 광명시 하안로 237,14309,37.4572419497,126.8823988266
양가황소곱창,음식,별식/퓨전요리,순대전문점,한식 음식점업,대원빌딩,경기도 광명시 소하동 898-1,경기도 광명시 기아로 9,14326,37.4365801786,126.8806240774
양가황소곱창구이,음식,한식,곱창/양구이전문,한식 음식점업,대원빌딩,경기도 광명시 소하동 898-1,경기도 광명시 기아로 9,14326,37.4365801786,126.8806240774
양금당,소매,시계/귀금속소매,금은방,시계 및 귀금속 소매업,,경기도 광명시 광명동 304-20,경기도 광명시 도덕로65번길 46-10,14271,37.4732675009,126.8557051696
양꼬치는여기야,음식,유흥주점,꼬치구이전문점,기타 주점업,,경기도 광명시 광명동 158-240,경기도 광명시 오리로 929-1,14264,37.477624,126.8595178578
양도공인중개사사무소,부동산,부동산중개,부동산중개,부동산 자문 및 중개업,하안주공10단지종합상가,경기도 광명시 하안동 30-5,경기도 광명시 하안로 320-21,14247,37.4647902608,126.8803973008
양반양꼬치,음식,유흥주점,꼬치구이전문점,기타 주점업,,경기도 광명시 광명동 158-802,경기도 광명시 오리로985번길 7-1,14286,37.4786797074,126.8534899683
양심정육도매센터,소매,음/식료품소매,정육점,육류 소매업,,경기도 광명시 광명동 140-20,경기도 광명시 오리로976번길 18,14220,37.4806555651,126.8556228451
양심컴퓨터,생활서비스,개인/가정용품수리,정보통신기기수리,통신장비 수리업,해연빌딩,경기도 광명시 광명동 158-304,경기도 광명시 오리로 935-1,14264,37.477821435,126.8588730701
양지공인중개사,부동산,부동산중개,부동산중개,부동산 자문 및 중개업,,경기도 광명시 광명동 116-10,경기도 광명시 광이로 26,14218,37.4807673942,126.8586299929
양지공인중개사,부동산,부동산중개,부동산중개,부동산 자문 및 중개업,,경기도 광명시 철산동 105-1,경기도 광명시 가마산로 7,14229,37.4844894308,126.8670122256
양지공인중개사사무소,부동산,부동산중개,부동산중개,부동산 자문 및 중개업,,경기도 광명시 일직동 520-1,경기도 광명시 양달로20번길 3,14351,37.4143535494,126.881733324
양지부동산,부동산,부동산중개,부동산중개,부동산 자문 및 중개업,하안3단지고층주공아파트,경기도 광명시 하안동 650,경기도 광명시 안현로 34,14248,37.4627132201,126.8759020251
양지상사,소매,철물/난방/건설자재소매,셔터/새시판매,철물 및 난방용구 소매업,,경기도 광명시 옥길동 141-10,경기도 광명시 금오로 805,14297,37.4705156227,126.8390931759
양지순대곱창,음식,별식/퓨전요리,순대전문점,한식 음식점업,,경기도 광명시 광명동 158-209,경기도 광명시 오리로 1002-1,14202,37.4802365871,126.852039725
양지야생화,소매,선물/팬시/기념품,꽃집/꽃배달,화초 및 산식물 소매업,,경기도 광명시 광명동 539-11,경기도 광명시 광명로 683,14300,37.4612704811,126.845047394
양지인테리어,소매,가정/주방/인테리어,지물판매,벽지 및 장판류 소매업,,경기도 광명시 광명동 305-31,경기도 광명시 새터로 42,14272,37.4718508155,126.8540122651
양진선작명소,생활서비스,개인서비스,운명감정작명,점술 및 유사 서비스업,,경기도 광명시 광명동 158-85,경기도 광명시 오리로 976,14220,37.4794021813,126.854822601
양진선철학관,생활서비스,개인서비스,운명감정작명,점술 및 유사 서비스업,,경기도 광명시 광명동 158-85,경기도 광명시 오리로 976,14220,37.4794021813,126.854822601
양천뼈다귀,음식,한식,해장국/감자탕,한식 음식점업,제일프라자,경기도 광명시 소하동 1341-2,경기도 광명시 소하로 86,14316,37.4471876898,126.8832851169
양치과의원,의료,병원,치과의원,치과 의원,영우프라자,경기도 광명시 철산동 220-1,경기도 광명시 오리로 904,14222,37.4772672666,126.8625709879
양평신내서울해장국,음식,한식,해장국/감자탕,한식 음식점업,,경기도 광명시 하안동 411-1,경기도 광명시 범안로 857,14261,37.4506616837,126.8633213817
양평해장국,음식,유흥주점,호프/맥주,기타 주점업,,경기도 광명시 광명동 158-977,경기도 광명시 오리로985번안길 3-1,14286,37.4792377506,126.853036631
양푼이동태전골,음식,일식/수산물,매운탕전문,한식 음식점업,이윤빌딩,경기도 광명시 소하동 1242-4,경기도 광명시 기아로6번길 6,14327,37.4358855989,126.8798455665
양푼이동태탕,음식,일식/수산물,매운탕전문,한식 음식점업,1동,경기도 광명시 하안동 233-1,경기도 광명시 오리로619번길 15,14303,37.4558765083,126.8776541153
양한마리양꼬치,음식,유흥주점,꼬치구이전문점,기타 주점업,,경기도 광명시 철산동 472-52,경기도 광명시 오리로 879-5,14250,37.475566866,126.8646769172
양현민전복칼국수,음식,분식,라면김밥분식,분식 및 김밥 전문점,,경기도 광명시 광명동 342-12,경기도 광명시 광명로 831,14291,37.4735683667,126.8513748386
양화소록,소매,선물/팬시/기념품,꽃집/꽃배달,화초 및 산식물 소매업,,경기도 광명시 노온사동 385-1,경기도 광명시 광명로 451,14336,37.4413012976,126.8427954563
얘진토탈인테리어,소매,가정/주방/인테리어,지물판매,벽지 및 장판류 소매업,,경기도 광명시 광명동 116-12,경기도 광명시 광이로 30,14218,37.4809837567,126.8587313303
어니언스플라워세종농원,소매,선물/팬시/기념품,꽃집/꽃배달,화초 및 산식물 소매업,,경기도 광명시 노온사동 385-1,경기도 광명시 광명로 451,14336,37.4413012976,126.8427954563
어다리횟집,음식,일식/수산물,횟집,한식 음식점업,,경기도 광명시 철산동 259,경기도 광명시 오리로 870,14235,37.4759917944,126.865931009
어드벤처에듀프라임광명,소매,책/서적/도서,서적/신문소매,서적 및 잡지류 소매업,제일빌딩,경기도 광명시 하안동 36-1,경기도 광명시 범안로 1042,14305,37.4617434189,126.8789893922
어린이스포츠센타,학문/교육,유아교육,유아교육기관기타,유아 교육기관,,경기도 광명시 소하동 900-3,경기도 광명시 기아로5번길 3,14326,37.4369939475,126.8799567452
어린이영어마을배움,학문/교육,학원-어학,학원-어린이영어,외국어학원,,경기도 광명시 하안동 407-1,경기도 광명시 범안로 849-19,14261,37.4507675868,126.8614564579
어린이집,학문/교육,유아교육,어린이집,보육시설 운영업,중앙하이츠아파트,경기도 광명시 광명동 732,경기도 광명시 도덕로 56,14278,37.4689328417,126.8550128134
어머니가차린밥상,음식,한식,한식/백반/한정식,한식 음식점업,동훈빌딩,경기도 광명시 철산동 472-30,경기도 광명시 오리로 873-12,14250,37.4755400344,126.8648465432
어시장,음식,일식/수산물,음식점-일식,일식 음식점업,,경기도 광명시 광명동 158-818,경기도 광명시 오리로985번길 12,14286,37.4785710156,126.8530379623
어우동,음식,분식,라면김밥분식,분식 및 김밥 전문점,,경기도 광명시 광명동 739-11,경기도 광명시 도덕로 27,14280,37.4683511007,126.8509897276
어울림,소매,가방/신발/액세서리,가발판매,"기타 섬유, 직물 및 의복액세서리 소매업",크로앙스,경기도 광명시 광명동 150-19,경기도 광명시 오리로 970,14220,37.4793760842,126.8555688275
어울림부동산,부동산,부동산중개,부동산중개,부동산 자문 및 중개업,금호어울림아파트,경기도 광명시 소하동 1273,경기도 광명시 하안로 154,14314,37.4520227041,126.8890073141
어울림식당,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 광명동 158-61,경기도 광명시 광이로13번길 21-10,14220,37.4798715318,126.8554887146
어울림플라워,소매,선물/팬시/기념품,꽃집/꽃배달,화초 및 산식물 소매업,,경기도 광명시 하안동 317-27,경기도 광명시 범안로 959,14259,37.4576529893,126.8707679833
어전일식,음식,일식/수산물,음식점-일식,일식 음식점업,,경기도 광명시 소하동 1312-5,경기도 광명시 소하일로52번길 10,14317,37.4497702067,126.8890107287
언니네분식,음식,분식,라면김밥분식,분식 및 김밥 전문점,주공상가,경기도 광명시 철산동 241-2,경기도 광명시 철산로 43,14232,37.4771862997,126.8704848868
언니밥집,음식,한식,한식/백반/한정식,한식 음식점업,광명빌딩,경기도 광명시 광명동 304,경기도 광명시 새터로 58,14272,37.4732119852,126.8545408888
