상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,건물명,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
제일치과의원,의료,병원,치과의원,치과 의원,하안9단지고층주공아파트,경기도 광명시 하안동 13,경기도 광명시 하안로 364,14246,37.4675441425,126.8773746658
제일침구,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,그외 기타 분류안된 가정용품 소매업,,경기도 광명시 광명동 158-43,경기도 광명시 광이로13번길 17-9,14220,37.4797100428,126.8560430127
제일카센타,생활서비스,자동차/이륜차,자동차정비/카센타,,,경기도 광명시 옥길동 181-6,경기도 광명시 금오로 761,14297,37.4673774836,126.8371783641
제일컨설팅,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,그외 기타 분류안된 가정용품 소매업,주공상가,경기도 광명시 철산동 241-2,경기도 광명시 철산로 43,14232,37.4771862997,126.8704848868
제일편한내과의원,의료,병원,내과/외과,일반 의원,알렉스타워,경기도 광명시 철산동 385,경기도 광명시 철산로 36,14237,37.4762397608,126.8700456534
제일평생교육원,소매,책/서적/도서,서적/신문소매,서적 및 잡지류 소매업,,경기도 광명시 광명동 163-6,경기도 광명시 오리로 1035,14284,37.4808714554,126.8482961937
제일포스시스템,음식,일식/수산물,음식점-초밥전문,일식 음식점업,,경기도 광명시 하안동 37-1,경기도 광명시 하안로 293-14,14305,37.4614100145,126.8789560334
제일피아노교습소,학문/교육,학원기타,학원(종합),일반 교과 학원,광복현대아파트,경기도 광명시 철산동 55-1,경기도 광명시 사성로103번길 14,14224,37.4909849875,126.8664803189
제일학원,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,,경기도 광명시 광명동 113-9,경기도 광명시 광명로928번길 27,14218,37.4808482073,126.8584037194
제임스에드몬드,소매,의복의류,남성의류전문점,,크로앙스,경기도 광명시 광명동 150-19,경기도 광명시 오리로 970,14220,37.4793760842,126.8555688275
제임스에드몬드,소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,뉴코아아울렛,경기도 광명시 하안동 38,경기도 광명시 하안로287번길 8,14305,37.4611311432,126.8793747023
제임스잉글리쉬,소매,책/서적/도서,서적/신문소매,서적 및 잡지류 소매업,중앙상가,경기도 광명시 하안동 30-1,경기도 광명시 안현로 52,14247,37.4654899552,126.877457225
제임스퍼니처,소매,가구소매,일반가구소매,가구 소매업,,경기도 광명시 광명동 739-6,경기도 광명시 새터로 1-5,14280,37.4686851795,126.8515429512
제임스헤어,생활서비스,이/미용/건강,여성미용실,두발미용업,,경기도 광명시 광명동 350-8,경기도 광명시 광화로 20,14294,37.4733492958,126.8491821547
제임스헤어,생활서비스,이/미용/건강,여성미용실,두발미용업,,경기도 광명시 일직동 520-3,경기도 광명시 양달로20번길 7,14351,37.4142188262,126.8821514887
제주농산F&S,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,,경기도 광명시 노온사동 660-3,경기도 광명시 동창로 22-1,14334,37.4324351167,126.8493449409
제주먹돈,음식,한식,기타고기요리,한식 음식점업,,경기도 광명시 소하동 1382-4,경기도 광명시 성채로50번길 35,14328,37.4323271838,126.8803711269
제주명품상사,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,다래빌딩,경기도 광명시 하안동 33-1,경기도 광명시 하안로 310,14247,37.4631854516,126.879405233
제주삼다수더블유통,소매,음/식료품소매,식료품점,기타 식료품 소매업,,경기도 광명시 노온사동 433-4,경기도 광명시 범안로 691,14302,37.4424101191,126.8500477692
제주생고기생선조림왐수광,음식,일식/수산물,갈치/생선구이,한식 음식점업,광명테크노파크,경기도 광명시 소하동 1345,경기도 광명시 하안로 60,14322,37.4446218805,126.8947591629
제주알로에,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,,경기도 광명시 철산동 143,경기도 광명시 시청로 97,14214,37.4848755783,126.8659034881
제주향,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 광명동 337-28,경기도 광명시 광명로848번길 21,14273,37.4734079624,126.8527656506
제트라이더,소매,취미/오락관련소매,완구점,"게임용구, 인형 및 장난감 소매업",다래빌딩,경기도 광명시 하안동 33-1,경기도 광명시 하안로 310,14247,37.4631854516,126.879405233
젠틀보쌈,음식,한식,족발/보쌈전문,한식 음식점업,,경기도 광명시 광명동 158-468,경기도 광명시 오리로949번길 16-1,14266,37.477043845,126.856647412
젤쎈테크노,소매,종합소매점,잡화점,그외 기타 종합 소매업,,경기도 광명시 노온사동 801-1,경기도 광명시 장절로 105,14334,37.4310439788,126.8535733872
젬텍의료기,소매,의약/의료품소매,의료용품소매,의약품 및 의료용품 소매업,뉴코리아나빌딩,경기도 광명시 하안동 62-2,경기도 광명시 하안로288번길 6,14306,37.4616557025,126.8812840493
조광유통,소매,종합소매점,잡화점,그외 기타 종합 소매업,,경기도 광명시 노온사동 636-5,경기도 광명시 동창로 7,14334,37.4326583016,126.8477626738
조광육하루육회집,음식,한식,기타고기요리,한식 음식점업,,경기도 광명시 철산동 265,경기도 광명시 오리로856번길 7,14237,37.4751288189,126.8676509503
조마루뼈다귀,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 광명동 158-827,경기도 광명시 오리로 989,14286,37.4794272458,126.8532623664
조마루뼈다귀,음식,한식,해장국/감자탕,한식 음식점업,,경기도 광명시 하안동 582-8,경기도 광명시 안재로1번안길 44,14259,37.4614048177,126.8740957612
조명백화점,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,그외 기타 분류안된 가정용품 소매업,,경기도 광명시 광명동 158-1312,경기도 광명시 오리로 1000,14202,37.4801558583,126.8523225323
조선곰탕광명점,음식,한식,설렁탕집,한식 음식점업,,경기도 광명시 노온사동 216-2,경기도 광명시 광명로 550,14302,37.449432304,126.8457616407
조선소머리국밥,음식,한식,해장국/감자탕,한식 음식점업,,경기도 광명시 가학동 781-6,경기도 광명시 가학로 128,14339,37.4133024509,126.860261803
조선식탁오정족발,음식,한식,족발/보쌈전문,한식 음식점업,삼희빌딩,경기도 광명시 철산동 428,경기도 광명시 오리로854번길 16-11,14240,37.474490824,126.8691556579
조선일보,소매,책/서적/도서,잡지/신문소매,서적 및 잡지류 소매업,,경기도 광명시 하안동 602-3,경기도 광명시 안재로14번길 6,14259,37.459519662,126.8722114442
조선일보,소매,책/서적/도서,잡지/신문소매,서적 및 잡지류 소매업,,경기도 광명시 소하동 922-9,경기도 광명시 영당안로36번길 14-15,14333,37.4358575771,126.878896485
조선일보북,소매,책/서적/도서,서적/신문소매,서적 및 잡지류 소매업,,경기도 광명시 광명동 43-32,경기도 광명시 새터로 83,14266,37.4750697425,126.8559051262
조성근베이커리,음식,제과제빵떡케익,제과점,제과점업,로얄프라자,경기도 광명시 광명동 352-14,경기도 광명시 광화로 22,14294,37.4734840769,126.8488992588
조순희,소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,나미빌딩,경기도 광명시 철산동 245-8,경기도 광명시 철산로 19,14236,37.4764357388,126.8680668894
조아라문구점,소매,사무/문구/컴퓨터,사무/문구용품,문구용품 소매업,,경기도 광명시 광명동 11-90,경기도 광명시 광복로 22-1,14206,37.4870694944,126.8620664628
조아마트,소매,종합소매점,수퍼마켓,슈퍼마켓,동아빌라,경기도 광명시 광명동 78-1,경기도 광명시 광일로34번길 26,14213,37.4832402348,126.8620397309
조아치킨호프,음식,닭/오리요리,후라이드/양념치킨,치킨 전문점,미도아파트3차,경기도 광명시 소하동 940,경기도 광명시 영당로21번길 5,14333,37.434242791,126.8770122335
조안스킨케어,생활서비스,이/미용/건강,비만/피부관리,,하안주공1단지종합상가,경기도 광명시 하안동 682-1,경기도 광명시 안현로 19,14245,37.4642970538,126.8741247106
조앤미미용실,생활서비스,이/미용/건강,여성미용실,두발미용업,풍림빌라,경기도 광명시 광명동 317-15,경기도 광명시 새터로 24,14276,37.4702100201,126.8532355223
조양기업,소매,철물/난방/건설자재소매,셔터/새시판매,철물 및 난방용구 소매업,,경기도 광명시 광명동 374-88,경기도 광명시 광명로812번길 7-1,14275,37.471017725,126.8507356347
조양종합공사,생활서비스,주택수리,수도설비,배관 및 냉·난방 공사업,장미빌라,경기도 광명시 소하동 1235-20,경기도 광명시 기아로13번안길 9,14326,37.4368252128,126.8823411696
조윤희미용실,생활서비스,이/미용/건강,여성미용실,두발미용업,,경기도 광명시 광명동 297-42,경기도 광명시 새터로67번길 16,14268,37.4742914244,126.8531482508
조은LED,소매,가정/주방/인테리어,조명기구/전기용품,전기용품 및 조명장치 소매업,,경기도 광명시 광명동 41-127,경기도 광명시 새터안로17번길 13-5,14270,37.4745685709,126.8586532125
조은미소,소매,의약/의료품소매,의료용품소매,의약품 및 의료용품 소매업,,경기도 광명시 광명동 32-120,경기도 광명시 광삼로 14,14222,37.4780395238,126.8603988916
조은부동산,부동산,부동산중개,부동산중개,부동산 자문 및 중개업,,경기도 광명시 광명동 158-480,경기도 광명시 오리로949번길 8,14263,37.4777650592,126.8569851699
조은부동산중개사사무소,부동산,부동산중개,부동산중개,부동산 자문 및 중개업,광명빌딩,경기도 광명시 소하동 1268-7,경기도 광명시 오리로 358,14327,37.4342185115,126.8796223176
조은시스템,소매,사무/문구/컴퓨터,컴퓨터/주변기기,"컴퓨터 및 주변장치, 소프트웨어 소매업",,경기도 광명시 철산동 162-3,경기도 광명시 시청로 47,14215,37.4808733759,126.8643731906
조은씽크,소매,가구소매,일반가구소매,가구 소매업,,경기도 광명시 광명동 10-74,경기도 광명시 광복로 31,14205,37.4877369549,126.8626757849
조은에스피에스,생활서비스,주택수리,미장타일도배도장,,,경기도 광명시 노온사동 157-5,경기도 광명시 원노온사로 65-1,14302,37.4521319468,126.8500731975
조은염색,생활서비스,이/미용/건강,여성미용실,두발미용업,주공상가,경기도 광명시 철산동 240,경기도 광명시 모세로 40,14232,37.4805187691,126.869404951
조은타이어,소매,자동차/자동차용품,타이어판매,자동차 타이어 및 튜브 판매업,,경기도 광명시 하안동 607-19,경기도 광명시 안재로2번길 9,14259,37.4592145054,126.8732857268
조은합판목재,소매,가정/주방/인테리어,유리/페인트/철물건축자재,"페인트, 유리 및 기타 건설자재 소매업",,경기도 광명시 하안동 339-1,경기도 광명시 범안로 953,14259,37.4573554959,126.8706215758
조이,음식,유흥주점,호프/맥주,기타 주점업,,경기도 광명시 광명동 724-4,경기도 광명시 도덕로 49-1,14276,37.4690746235,126.8531247443
조이,음식,한식,기타고기요리,한식 음식점업,이윤빌딩,경기도 광명시 소하동 1242-4,경기도 광명시 기아로6번길 6,14327,37.4358855989,126.8798455665
조이너스,소매,의복의류,여성의류전문점,,광명시근린생활시설,경기도 광명시 광명동 158-377,경기도 광명시 오리로 945,14263,37.4780995263,126.8578776533
조이렌,소매,사무/문구/컴퓨터,컴퓨터/주변기기,"컴퓨터 및 주변장치, 소프트웨어 소매업",하안3단지고층주공아파트,경기도 광명시 하안동 650,경기도 광명시 안현로 34,14248,37.4627132201,126.8759020251
조이매스,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,양정빌딩,경기도 광명시 하안동 54-2,경기도 광명시 하안로 294-9,14306,37.4624572287,126.8809323541
조이오피스,소매,사무/문구/컴퓨터,사무/문구용품,문구용품 소매업,에이스광명타워,경기도 광명시 소하동 1365,경기도 광명시 하안로 108,14319,37.4478901351,126.8921891444
조이텔레콤,소매,사진/광학/정밀기기소매,핸드폰소매,통신기기 소매업,,경기도 광명시 광명동 374-151,경기도 광명시 광명로812번길 11-1,14275,37.4706031656,126.8506573444
